,Account,newDate,kWh,Month,Day,Year,Hour,DayOfWeek,Weekday,PeakHour,temp
4833,26435791004,2014-03-30,82.25999999999999,3,30,2014,13,6,0,1,39.9
5198,26435791004,2014-03-30,83.05499999999999,3,30,2014,14,6,0,1,39.9
5563,26435791004,2014-03-30,88.05000000000001,3,30,2014,15,6,0,1,39.9
5928,26435791004,2014-03-30,88.60499999999999,3,30,2014,16,6,0,1,39.2
6293,26435791004,2014-03-30,89.32499999999999,3,30,2014,17,6,0,1,39.2
6658,26435791004,2014-03-30,92.744998,3,30,2014,18,6,0,1,37.9
7023,26435791004,2014-03-30,95.93999999999998,3,30,2014,19,6,0,1,37.9
7388,26435791004,2014-03-30,95.16,3,30,2014,20,6,0,0,37.0
7753,26435791004,2014-03-30,95.52000000000001,3,30,2014,21,6,0,0,37.0
8118,26435791004,2014-03-30,87.01500000000001,3,30,2014,22,6,0,0,36.0
8483,26435791004,2014-03-30,82.11,3,30,2014,23,6,0,0,36.0
89,26435791004,2014-03-31,82.02,3,31,2014,0,0,1,0,35.6
454,26435791004,2014-03-31,81.45,3,31,2014,1,0,1,0,34.0
819,26435791004,2014-03-31,80.68500000000002,3,31,2014,2,0,1,0,34.0
1184,26435791004,2014-03-31,80.30999999999999,3,31,2014,3,0,1,0,34.0
1549,26435791004,2014-03-31,83.14500000000001,3,31,2014,4,0,1,0,33.8
1914,26435791004,2014-03-31,81.30000000000001,3,31,2014,5,0,1,0,34.0
2279,26435791004,2014-03-31,230.009996,3,31,2014,6,0,1,0,34.0
2644,26435791004,2014-03-31,251.66999399999997,3,31,2014,7,0,1,1,35.1
3009,26435791004,2014-03-31,262.139994,3,31,2014,8,0,1,1,35.1
3374,26435791004,2014-03-31,288.464993,3,31,2014,9,0,1,1,36.0
3739,26435791004,2014-03-31,290.699991,3,31,2014,10,0,1,1,36.0
4104,26435791004,2014-03-31,283.57499299999995,3,31,2014,11,0,1,1,35.1
4469,26435791004,2014-03-31,284.62499599999995,3,31,2014,12,0,1,1,35.1
4834,26435791004,2014-03-31,277.034997,3,31,2014,13,0,1,1,37.0
5199,26435791004,2014-03-31,262.019995,3,31,2014,14,0,1,1,39.0
5564,26435791004,2014-03-31,249.67499200000003,3,31,2014,15,0,1,1,41.0
5929,26435791004,2014-03-31,220.90499199999996,3,31,2014,16,0,1,1,41.0
6294,26435791004,2014-03-31,215.96999499999998,3,31,2014,17,0,1,1,39.9
6659,26435791004,2014-03-31,168.28499400000004,3,31,2014,18,0,1,1,39.9
7024,26435791004,2014-03-31,166.61999699999998,3,31,2014,19,0,1,1,41.0
7389,26435791004,2014-03-31,126.53999800000001,3,31,2014,20,0,1,0,41.0
7754,26435791004,2014-03-31,114.599998,3,31,2014,21,0,1,0,39.0
8119,26435791004,2014-03-31,98.33999899999999,3,31,2014,22,0,1,0,39.0
8484,26435791004,2014-03-31,80.26499999999999,3,31,2014,23,0,1,0,39.0
90,26435791004,2014-04-01,79.71,4,1,2014,0,1,1,0,37.9
455,26435791004,2014-04-01,78.97500000000001,4,1,2014,1,1,1,0,37.9
820,26435791004,2014-04-01,80.82000000000001,4,1,2014,2,1,1,0,37.9
1185,26435791004,2014-04-01,79.72500000000001,4,1,2014,3,1,1,0,36.0
1550,26435791004,2014-04-01,80.91,4,1,2014,4,1,1,0,35.1
1915,26435791004,2014-04-01,81.31499999999998,4,1,2014,5,1,1,0,35.1
2280,26435791004,2014-04-01,221.189998,4,1,2014,6,1,1,0,35.1
2645,26435791004,2014-04-01,246.50999499999998,4,1,2014,7,1,1,1,37.0
3010,26435791004,2014-04-01,258.719993,4,1,2014,8,1,1,1,39.9
3375,26435791004,2014-04-01,278.18999299999996,4,1,2014,9,1,1,1,42.1
3740,26435791004,2014-04-01,288.449994,4,1,2014,10,1,1,1,45.0
4105,26435791004,2014-04-01,282.359992,4,1,2014,11,1,1,1,46.0
4470,26435791004,2014-04-01,283.63499299999995,4,1,2014,12,1,1,1,46.0
4835,26435791004,2014-04-01,267.014997,4,1,2014,13,1,1,1,46.0
5200,26435791004,2014-04-01,249.61499099999997,4,1,2014,14,1,1,1,45.0
5565,26435791004,2014-04-01,239.71499499999996,4,1,2014,15,1,1,1,45.0
5930,26435791004,2014-04-01,223.304994,4,1,2014,16,1,1,1,43.0
6295,26435791004,2014-04-01,214.91999099999998,4,1,2014,17,1,1,1,42.1
6660,26435791004,2014-04-01,187.78499399999998,4,1,2014,18,1,1,1,41.0
7025,26435791004,2014-04-01,168.71999499999998,4,1,2014,19,1,1,1,39.9
7390,26435791004,2014-04-01,122.909997,4,1,2014,20,1,1,0,39.9
7755,26435791004,2014-04-01,118.079999,4,1,2014,21,1,1,0,41.0
8120,26435791004,2014-04-01,100.95,4,1,2014,22,1,1,0,42.1
8485,26435791004,2014-04-01,82.845,4,1,2014,23,1,1,0,42.1
91,26435791004,2014-04-02,82.83000000000001,4,2,2014,0,2,1,0,43.0
456,26435791004,2014-04-02,82.63499999999999,4,2,2014,1,2,1,0,41.0
821,26435791004,2014-04-02,83.38499999999999,4,2,2014,2,2,1,0,41.0
1186,26435791004,2014-04-02,82.60500000000002,4,2,2014,3,2,1,0,39.9
1551,26435791004,2014-04-02,82.68,4,2,2014,4,2,1,0,39.9
1916,26435791004,2014-04-02,83.08500000000001,4,2,2014,5,2,1,0,39.0
2281,26435791004,2014-04-02,215.144996,4,2,2014,6,2,1,0,39.0
2646,26435791004,2014-04-02,249.35999399999997,4,2,2014,7,2,1,1,42
3011,26435791004,2014-04-02,257.954995,4,2,2014,8,2,1,1,43.0
3376,26435791004,2014-04-02,278.909995,4,2,2014,9,2,1,1,43.0
3741,26435791004,2014-04-02,277.949995,4,2,2014,10,2,1,1,45.0
4106,26435791004,2014-04-02,267.97499600000003,4,2,2014,11,2,1,1,45.0
4471,26435791004,2014-04-02,262.91999400000003,4,2,2014,12,2,1,1,44.1
4836,26435791004,2014-04-02,250.484996,4,2,2014,13,2,1,1,45.0
5201,26435791004,2014-04-02,231.10499099999998,4,2,2014,14,2,1,1,43.0
5566,26435791004,2014-04-02,220.04999400000003,4,2,2014,15,2,1,1,44.1
5931,26435791004,2014-04-02,208.664996,4,2,2014,16,2,1,1,43.0
6296,26435791004,2014-04-02,203.684994,4,2,2014,17,2,1,1,42.1
6661,26435791004,2014-04-02,179.84999599999998,4,2,2014,18,2,1,1,41.0
7026,26435791004,2014-04-02,176.924995,4,2,2014,19,2,1,1,39.9
7391,26435791004,2014-04-02,126.05999700000002,4,2,2014,20,2,1,0,39.0
7756,26435791004,2014-04-02,116.72999899999999,4,2,2014,21,2,1,0,39.9
8121,26435791004,2014-04-02,99.70499699999999,4,2,2014,22,2,1,0,39.0
8486,26435791004,2014-04-02,81.79499999999999,4,2,2014,23,2,1,0,37.0
92,26435791004,2014-04-03,82.155,4,3,2014,0,3,1,0,37.9
457,26435791004,2014-04-03,81.15,4,3,2014,1,3,1,0,39.0
822,26435791004,2014-04-03,80.55000000000001,4,3,2014,2,3,1,0,37.9
1187,26435791004,2014-04-03,80.715,4,3,2014,3,3,1,0,41.0
1552,26435791004,2014-04-03,81.41999999999999,4,3,2014,4,3,1,0,41.0
1917,26435791004,2014-04-03,80.92500000000001,4,3,2014,5,3,1,0,42.1
2282,26435791004,2014-04-03,209.65499599999995,4,3,2014,6,3,1,0,42.1
2647,26435791004,2014-04-03,240.929992,4,3,2014,7,3,1,1,43.0
3012,26435791004,2014-04-03,251.05499500000002,4,3,2014,8,3,1,1,46.0
3377,26435791004,2014-04-03,255.614996,4,3,2014,9,3,1,1,46.9
3742,26435791004,2014-04-03,254.90999499999998,4,3,2014,10,3,1,1,48.9
4107,26435791004,2014-04-03,249.299995,4,3,2014,11,3,1,1,50.0
4472,26435791004,2014-04-03,249.20999600000002,4,3,2014,12,3,1,1,52.0
4837,26435791004,2014-04-03,237.01499499999997,4,3,2014,13,3,1,1,46.0
5202,26435791004,2014-04-03,226.75499299999998,4,3,2014,14,3,1,1,45.0
5567,26435791004,2014-04-03,219.46499300000002,4,3,2014,15,3,1,1,44.1
5932,26435791004,2014-04-03,226.799994,4,3,2014,16,3,1,1,43.0
6297,26435791004,2014-04-03,220.37999299999996,4,3,2014,17,3,1,1,41.0
6662,26435791004,2014-04-03,196.874996,4,3,2014,18,3,1,1,41.0
7027,26435791004,2014-04-03,183.644997,4,3,2014,19,3,1,1,39.9
7392,26435791004,2014-04-03,127.679997,4,3,2014,20,3,1,0,39.0
7757,26435791004,2014-04-03,118.589999,4,3,2014,21,3,1,0,37.9
8122,26435791004,2014-04-03,97.96499999999999,4,3,2014,22,3,1,0,44
8487,26435791004,2014-04-03,82.155,4,3,2014,23,3,1,0,39.9
93,26435791004,2014-04-04,82.75500000000001,4,4,2014,0,4,1,0,39.9
458,26435791004,2014-04-04,81.40500000000002,4,4,2014,1,4,1,0,39.9
823,26435791004,2014-04-04,81.01500000000001,4,4,2014,2,4,1,0,37.0
1188,26435791004,2014-04-04,81.345,4,4,2014,3,4,1,0,37.9
1553,26435791004,2014-04-04,81.945,4,4,2014,4,4,1,0,37.0
1918,26435791004,2014-04-04,81.615,4,4,2014,5,4,1,0,37.9
2283,26435791004,2014-04-04,207.689997,4,4,2014,6,4,1,0,37.9
2648,26435791004,2014-04-04,257.759995,4,4,2014,7,4,1,1,39.0
3013,26435791004,2014-04-04,274.454994,4,4,2014,8,4,1,1,39.9
3378,26435791004,2014-04-04,282.73499300000003,4,4,2014,9,4,1,1,39.9
3743,26435791004,2014-04-04,283.754993,4,4,2014,10,4,1,1,41.0
4108,26435791004,2014-04-04,279.23999299999997,4,4,2014,11,4,1,1,42.1
4473,26435791004,2014-04-04,269.669995,4,4,2014,12,4,1,1,42.1
4838,26435791004,2014-04-04,253.03499399999998,4,4,2014,13,4,1,1,42.1
5203,26435791004,2014-04-04,228.97499499999995,4,4,2014,14,4,1,1,44.1
5568,26435791004,2014-04-04,215.699998,4,4,2014,15,4,1,1,41.0
5933,26435791004,2014-04-04,203.579997,4,4,2014,16,4,1,1,41.0
6298,26435791004,2014-04-04,199.21499600000004,4,4,2014,17,4,1,1,39.9
6663,26435791004,2014-04-04,155.714997,4,4,2014,18,4,1,1,39.9
7028,26435791004,2014-04-04,154.814999,4,4,2014,19,4,1,1,39.9
7393,26435791004,2014-04-04,115.06499699999999,4,4,2014,20,4,1,0,39.9
7758,26435791004,2014-04-04,101.17499799999999,4,4,2014,21,4,1,0,39.0
8123,26435791004,2014-04-04,90.14999900000001,4,4,2014,22,4,1,0,39.0
8488,26435791004,2014-04-04,71.86500000000001,4,4,2014,23,4,1,0,37.9
94,26435791004,2014-04-05,68.49000000000001,4,5,2014,0,5,1,0,39.0
459,26435791004,2014-04-05,67.905,4,5,2014,1,5,1,0,39.0
824,26435791004,2014-04-05,68.01,4,5,2014,2,5,1,0,39.0
1189,26435791004,2014-04-05,68.22,4,5,2014,3,5,1,0,39.9
1554,26435791004,2014-04-05,69.69000000000001,4,5,2014,4,5,1,0,41.0
1919,26435791004,2014-04-05,68.85,4,5,2014,5,5,1,0,39.9
2284,26435791004,2014-04-05,138.149998,4,5,2014,6,5,1,0,39.9
2649,26435791004,2014-04-05,135.52499899999998,4,5,2014,7,5,1,1,39.9
3014,26435791004,2014-04-05,166.78499900000003,4,5,2014,8,5,1,1,41.0
3379,26435791004,2014-04-05,181.25999199999998,4,5,2014,9,5,1,1,42.1
3744,26435791004,2014-04-05,177.599996,4,5,2014,10,5,1,1,45.0
4109,26435791004,2014-04-05,176.639994,4,5,2014,11,5,1,1,46.9
4474,26435791004,2014-04-05,169.589993,4,5,2014,12,5,1,1,51.1
4839,26435791004,2014-04-05,168.254995,4,5,2014,13,5,1,1,52.0
5204,26435791004,2014-04-05,157.64999699999998,4,5,2014,14,5,1,1,50.0
5569,26435791004,2014-04-05,99.02999700000001,4,5,2014,15,5,1,1,48.9
5934,26435791004,2014-04-05,96.99000000000001,4,5,2014,16,5,1,1,48.9
6299,26435791004,2014-04-05,84.08999999999999,4,5,2014,17,5,1,1,50.0
6664,26435791004,2014-04-05,91.455,4,5,2014,18,5,1,1,46.9
7029,26435791004,2014-04-05,90.045,4,5,2014,19,5,1,1,44.1
7394,26435791004,2014-04-05,88.93500000000002,4,5,2014,20,5,1,0,41.0
7759,26435791004,2014-04-05,89.1,4,5,2014,21,5,1,0,39.9
8124,26435791004,2014-04-05,80.48999999999998,4,5,2014,22,5,1,0,39.0
8489,26435791004,2014-04-05,72.825,4,5,2014,23,5,1,0,37.9
95,26435791004,2014-04-06,68.895,4,6,2014,0,6,0,0,37.9
460,26435791004,2014-04-06,69.33,4,6,2014,1,6,0,0,37.0
825,26435791004,2014-04-06,68.565,4,6,2014,2,6,0,0,37.0
1190,26435791004,2014-04-06,68.925,4,6,2014,3,6,0,0,36.0
1555,26435791004,2014-04-06,69.69,4,6,2014,4,6,0,0,36.0
1920,26435791004,2014-04-06,73.215,4,6,2014,5,6,0,0,35.1
2285,26435791004,2014-04-06,78.47999999999999,4,6,2014,6,6,0,0,36.0
2650,26435791004,2014-04-06,76.29,4,6,2014,7,6,0,1,37.0
3015,26435791004,2014-04-06,72.645,4,6,2014,8,6,0,1,39.0
3380,26435791004,2014-04-06,69.92999999999999,4,6,2014,9,6,0,1,42.1
3745,26435791004,2014-04-06,70.25999999999999,4,6,2014,10,6,0,1,45.0
4110,26435791004,2014-04-06,70.32,4,6,2014,11,6,0,1,48.0
4475,26435791004,2014-04-06,69.97500000000001,4,6,2014,12,6,0,1,50.0
4840,26435791004,2014-04-06,70.69500000000001,4,6,2014,13,6,0,1,53.1
5205,26435791004,2014-04-06,69.93,4,6,2014,14,6,0,1,55.0
5570,26435791004,2014-04-06,77.34,4,6,2014,15,6,0,1,57.0
5935,26435791004,2014-04-06,77.43,4,6,2014,16,6,0,1,57.9
6300,26435791004,2014-04-06,76.995,4,6,2014,17,6,0,1,57.9
6665,26435791004,2014-04-06,79.11,4,6,2014,18,6,0,1,55.9
7030,26435791004,2014-04-06,83.4,4,6,2014,19,6,0,1,55.0
7395,26435791004,2014-04-06,89.22,4,6,2014,20,6,0,0,53.1
7760,26435791004,2014-04-06,89.38499999999999,4,6,2014,21,6,0,0,52.0
8125,26435791004,2014-04-06,75.885,4,6,2014,22,6,0,0,51.1
8490,26435791004,2014-04-06,69.21,4,6,2014,23,6,0,0,50.0
96,26435791004,2014-04-07,69.86999999999999,4,7,2014,0,0,1,0,44.1
461,26435791004,2014-04-07,69.27,4,7,2014,1,0,1,0,42.1
826,26435791004,2014-04-07,69.0,4,7,2014,2,0,1,0,42.1
1191,26435791004,2014-04-07,68.685,4,7,2014,3,0,1,0,41.0
1556,26435791004,2014-04-07,70.08,4,7,2014,4,0,1,0,39.9
1921,26435791004,2014-04-07,80.77499999999999,4,7,2014,5,0,1,0,39.9
2286,26435791004,2014-04-07,204.674993,4,7,2014,6,0,1,0,39.0
2651,26435791004,2014-04-07,242.219994,4,7,2014,7,0,1,1,43.0
3016,26435791004,2014-04-07,248.47499499999998,4,7,2014,8,0,1,1,48.9
3381,26435791004,2014-04-07,267.55499499999996,4,7,2014,9,0,1,1,52.0
3746,26435791004,2014-04-07,266.41499500000003,4,7,2014,10,0,1,1,53.1
4111,26435791004,2014-04-07,258.974994,4,7,2014,11,0,1,1,52.0
4476,26435791004,2014-04-07,248.084993,4,7,2014,12,0,1,1,50.0
4841,26435791004,2014-04-07,235.03499599999998,4,7,2014,13,0,1,1,54.0
5206,26435791004,2014-04-07,206.48999700000002,4,7,2014,14,0,1,1,57.0
5571,26435791004,2014-04-07,203.18999699999998,4,7,2014,15,0,1,1,57.0
5936,26435791004,2014-04-07,189.899994,4,7,2014,16,0,1,1,52.0
6301,26435791004,2014-04-07,200.684992,4,7,2014,17,0,1,1,50.0
6666,26435791004,2014-04-07,177.329996,4,7,2014,18,0,1,1,48.9
7031,26435791004,2014-04-07,173.65499899999998,4,7,2014,19,0,1,1,46.9
7396,26435791004,2014-04-07,110.204999,4,7,2014,20,0,1,0,45.0
7761,26435791004,2014-04-07,99.944998,4,7,2014,21,0,1,0,45.0
8126,26435791004,2014-04-07,85.72499799999999,4,7,2014,22,0,1,0,43.0
8491,26435791004,2014-04-07,65.92500000000001,4,7,2014,23,0,1,0,43.0
97,26435791004,2014-04-08,65.94,4,8,2014,0,1,1,0,43.0
462,26435791004,2014-04-08,66.315,4,8,2014,1,1,1,0,43.0
827,26435791004,2014-04-08,66.09,4,8,2014,2,1,1,0,45.0
1192,26435791004,2014-04-08,66.19500000000001,4,8,2014,3,1,1,0,45.0
1557,26435791004,2014-04-08,66.735,4,8,2014,4,1,1,0,46.9
1922,26435791004,2014-04-08,75.285,4,8,2014,5,1,1,0,46.9
2287,26435791004,2014-04-08,188.68499299999996,4,8,2014,6,1,1,0,50.0
2652,26435791004,2014-04-08,231.65999399999998,4,8,2014,7,1,1,1,48.9
3017,26435791004,2014-04-08,244.574993,4,8,2014,8,1,1,1,51.1
3382,26435791004,2014-04-08,253.69499000000002,4,8,2014,9,1,1,1,52.0
3747,26435791004,2014-04-08,260.099994,4,8,2014,10,1,1,1,53.6
4112,26435791004,2014-04-08,255.95999400000002,4,8,2014,11,1,1,1,57.0
4477,26435791004,2014-04-08,246.14999500000002,4,8,2014,12,1,1,1,60.1
4842,26435791004,2014-04-08,227.969994,4,8,2014,13,1,1,1,62.1
5207,26435791004,2014-04-08,205.54499800000002,4,8,2014,14,1,1,1,64.0
5572,26435791004,2014-04-08,195.29999300000003,4,8,2014,15,1,1,1,64.9
5937,26435791004,2014-04-08,182.56499600000004,4,8,2014,16,1,1,1,64.0
6302,26435791004,2014-04-08,176.72999900000002,4,8,2014,17,1,1,1,63.0
6667,26435791004,2014-04-08,159.92999700000001,4,8,2014,18,1,1,1,61.0
7032,26435791004,2014-04-08,158.129996,4,8,2014,19,1,1,1,61.0
7397,26435791004,2014-04-08,116.65499900000002,4,8,2014,20,1,1,0,53.1
7762,26435791004,2014-04-08,105.76499799999999,4,8,2014,21,1,1,0,50.0
8127,26435791004,2014-04-08,90.434999,4,8,2014,22,1,1,0,48.0
8492,26435791004,2014-04-08,68.75999999999999,4,8,2014,23,1,1,0,46.9
98,26435791004,2014-04-09,68.085,4,9,2014,0,2,1,0,46.0
463,26435791004,2014-04-09,67.8,4,9,2014,1,2,1,0,45.0
828,26435791004,2014-04-09,67.12500000000001,4,9,2014,2,2,1,0,44.1
1193,26435791004,2014-04-09,67.66499999999999,4,9,2014,3,2,1,0,43.0
1558,26435791004,2014-04-09,68.325,4,9,2014,4,2,1,0,43.0
1923,26435791004,2014-04-09,78.82499999999999,4,9,2014,5,2,1,0,43.0
2288,26435791004,2014-04-09,197.654996,4,9,2014,6,2,1,0,43.0
2653,26435791004,2014-04-09,234.164993,4,9,2014,7,2,1,1,46.0
3018,26435791004,2014-04-09,247.034992,4,9,2014,8,2,1,1,48.9
3383,26435791004,2014-04-09,268.079994,4,9,2014,9,2,1,1,51.1
3748,26435791004,2014-04-09,255.28499399999998,4,9,2014,10,2,1,1,53.1
4113,26435791004,2014-04-09,236.174995,4,9,2014,11,2,1,1,55.9
4478,26435791004,2014-04-09,257.924992,4,9,2014,12,2,1,1,55.0
4843,26435791004,2014-04-09,246.71999499999998,4,9,2014,13,2,1,1,57.9
5208,26435791004,2014-04-09,218.69999399999998,4,9,2014,14,2,1,1,55.9
5573,26435791004,2014-04-09,201.38999700000005,4,9,2014,15,2,1,1,55.9
5938,26435791004,2014-04-09,191.39999699999998,4,9,2014,16,2,1,1,55.0
6303,26435791004,2014-04-09,190.154997,4,9,2014,17,2,1,1,54.0
6668,26435791004,2014-04-09,166.289996,4,9,2014,18,2,1,1,51.1
7033,26435791004,2014-04-09,173.63999499999997,4,9,2014,19,2,1,1,48.9
7398,26435791004,2014-04-09,112.724998,4,9,2014,20,2,1,0,46.9
7763,26435791004,2014-04-09,98.11500000000001,4,9,2014,21,2,1,0,46.0
8128,26435791004,2014-04-09,85.71000000000001,4,9,2014,22,2,1,0,44.1
8493,26435791004,2014-04-09,68.92500000000001,4,9,2014,23,2,1,0,42.1
99,26435791004,2014-04-10,68.55000000000001,4,10,2014,0,3,1,0,41.0
464,26435791004,2014-04-10,68.49,4,10,2014,1,3,1,0,39.9
829,26435791004,2014-04-10,68.115,4,10,2014,2,3,1,0,39.9
1194,26435791004,2014-04-10,68.1,4,10,2014,3,3,1,0,39.9
1559,26435791004,2014-04-10,68.82,4,10,2014,4,3,1,0,39.9
1924,26435791004,2014-04-10,69.69,4,10,2014,5,3,1,0,36.0
2289,26435791004,2014-04-10,208.33499400000002,4,10,2014,6,3,1,0,39.0
2654,26435791004,2014-04-10,250.424991,4,10,2014,7,3,1,1,42.1
3019,26435791004,2014-04-10,261.314994,4,10,2014,8,3,1,1,45.0
3384,26435791004,2014-04-10,265.334994,4,10,2014,9,3,1,1,48.9
3749,26435791004,2014-04-10,264.149994,4,10,2014,10,3,1,1,52.0
4114,26435791004,2014-04-10,258.944995,4,10,2014,11,3,1,1,55.0
4479,26435791004,2014-04-10,253.904993,4,10,2014,12,3,1,1,57.9
4844,26435791004,2014-04-10,242.504994,4,10,2014,13,3,1,1,59.0
5209,26435791004,2014-04-10,221.09999699999997,4,10,2014,14,3,1,1,57.9
5574,26435791004,2014-04-10,221.95499800000002,4,10,2014,15,3,1,1,55.9
5939,26435791004,2014-04-10,206.999993,4,10,2014,16,3,1,1,55.0
6304,26435791004,2014-04-10,200.69999099999995,4,10,2014,17,3,1,1,53.1
6669,26435791004,2014-04-10,171.49499500000002,4,10,2014,18,3,1,1,51.1
7034,26435791004,2014-04-10,179.57999699999996,4,10,2014,19,3,1,1,48.9
7399,26435791004,2014-04-10,117.02999799999999,4,10,2014,20,3,1,0,48.0
7764,26435791004,2014-04-10,105.07499899999999,4,10,2014,21,3,1,0,48.0
8129,26435791004,2014-04-10,89.77499999999999,4,10,2014,22,3,1,0,48.9
8494,26435791004,2014-04-10,68.265,4,10,2014,23,3,1,0,48.0
100,26435791004,2014-04-11,68.26499999999999,4,11,2014,0,4,1,0,48.2
465,26435791004,2014-04-11,68.59500000000001,4,11,2014,1,4,1,0,48.9
830,26435791004,2014-04-11,67.995,4,11,2014,2,4,1,0,50.0
1195,26435791004,2014-04-11,68.21999999999998,4,11,2014,3,4,1,0,52.0
1560,26435791004,2014-04-11,68.67000000000002,4,11,2014,4,4,1,0,51.1
1925,26435791004,2014-04-11,78.78,4,11,2014,5,4,1,0,53.1
2290,26435791004,2014-04-11,196.274995,4,11,2014,6,4,1,0,53.1
2655,26435791004,2014-04-11,236.309996,4,11,2014,7,4,1,1,54.0
3020,26435791004,2014-04-11,249.29999499999997,4,11,2014,8,4,1,1,55.9
3385,26435791004,2014-04-11,270.239992,4,11,2014,9,4,1,1,57.0
3750,26435791004,2014-04-11,276.284993,4,11,2014,10,4,1,1,59.0
4115,26435791004,2014-04-11,255.749993,4,11,2014,11,4,1,1,62.1
4480,26435791004,2014-04-11,245.59499399999999,4,11,2014,12,4,1,1,63.0
4845,26435791004,2014-04-11,228.584995,4,11,2014,13,4,1,1,64.9
5210,26435791004,2014-04-11,207.32999300000003,4,11,2014,14,4,1,1,68.0
5575,26435791004,2014-04-11,192.419997,4,11,2014,15,4,1,1,68.0
5940,26435791004,2014-04-11,191.92499299999997,4,11,2014,16,4,1,1,68.0
6305,26435791004,2014-04-11,188.21999399999999,4,11,2014,17,4,1,1,66.9
6670,26435791004,2014-04-11,177.71999599999998,4,11,2014,18,4,1,1,63.0
7035,26435791004,2014-04-11,167.96999800000003,4,11,2014,19,4,1,1,60.1
7400,26435791004,2014-04-11,122.03999800000001,4,11,2014,20,4,1,0,57.9
7765,26435791004,2014-04-11,110.729996,4,11,2014,21,4,1,0,57.9
8130,26435791004,2014-04-11,90.92999899999998,4,11,2014,22,4,1,0,55.9
8495,26435791004,2014-04-11,71.22,4,11,2014,23,4,1,0,55.0
101,26435791004,2014-04-12,67.905,4,12,2014,0,5,1,0,53.1
466,26435791004,2014-04-12,66.75,4,12,2014,1,5,1,0,52.0
831,26435791004,2014-04-12,67.00500000000001,4,12,2014,2,5,1,0,51.1
1196,26435791004,2014-04-12,66.73500000000001,4,12,2014,3,5,1,0,50.0
1561,26435791004,2014-04-12,68.13,4,12,2014,4,5,1,0,50.0
1926,26435791004,2014-04-12,66.84,4,12,2014,5,5,1,0,48.9
2291,26435791004,2014-04-12,106.724997,4,12,2014,6,5,1,0,48.9
2656,26435791004,2014-04-12,110.579997,4,12,2014,7,5,1,1,51.1
3021,26435791004,2014-04-12,182.50499800000003,4,12,2014,8,5,1,1,53.1
3386,26435791004,2014-04-12,186.11999600000001,4,12,2014,9,5,1,1,57.0
3751,26435791004,2014-04-12,180.869999,4,12,2014,10,5,1,1,59.0
4116,26435791004,2014-04-12,177.05999599999998,4,12,2014,11,5,1,1,62.1
4481,26435791004,2014-04-12,175.319998,4,12,2014,12,5,1,1,64.0
4846,26435791004,2014-04-12,173.099996,4,12,2014,13,5,1,1,66.9
5211,26435791004,2014-04-12,162.854994,4,12,2014,14,5,1,1,68.0
5576,26435791004,2014-04-12,116.459997,4,12,2014,15,5,1,1,68.0
5941,26435791004,2014-04-12,110.11499699999999,4,12,2014,16,5,1,1,69.1
6306,26435791004,2014-04-12,102.389999,4,12,2014,17,5,1,1,68.0
6671,26435791004,2014-04-12,103.349999,4,12,2014,18,5,1,1,66.9
7036,26435791004,2014-04-12,105.464997,4,12,2014,19,5,1,1,66.0
7401,26435791004,2014-04-12,105.284997,4,12,2014,20,5,1,0,62.1
7766,26435791004,2014-04-12,104.759998,4,12,2014,21,5,1,0,55.0
8131,26435791004,2014-04-12,92.60999900000002,4,12,2014,22,5,1,0,52.0
8496,26435791004,2014-04-12,75.33,4,12,2014,23,5,1,0,51.1
102,26435791004,2014-04-13,68.52,4,13,2014,0,6,0,0,53.1
467,26435791004,2014-04-13,69.24000000000001,4,13,2014,1,6,0,0,54.0
832,26435791004,2014-04-13,68.82,4,13,2014,2,6,0,0,50.0
1197,26435791004,2014-04-13,68.925,4,13,2014,3,6,0,0,50.0
1562,26435791004,2014-04-13,69.375,4,13,2014,4,6,0,0,46.0
1927,26435791004,2014-04-13,68.235,4,13,2014,5,6,0,0,45.0
2292,26435791004,2014-04-13,70.90500000000002,4,13,2014,6,6,0,0,46.9
2657,26435791004,2014-04-13,69.81,4,13,2014,7,6,0,1,48.0
3022,26435791004,2014-04-13,69.61500000000001,4,13,2014,8,6,0,1,50.0
3387,26435791004,2014-04-13,69.675,4,13,2014,9,6,0,1,48.0
3752,26435791004,2014-04-13,70.065,4,13,2014,10,6,0,1,46.0
4117,26435791004,2014-04-13,69.345,4,13,2014,11,6,0,1,46.9
4482,26435791004,2014-04-13,69.10499999999999,4,13,2014,12,6,0,1,46.9
4847,26435791004,2014-04-13,70.03500000000001,4,13,2014,13,6,0,1,48.9
5212,26435791004,2014-04-13,69.39,4,13,2014,14,6,0,1,51.1
5577,26435791004,2014-04-13,76.14,4,13,2014,15,6,0,1,55.9
5942,26435791004,2014-04-13,77.07000000000001,4,13,2014,16,6,0,1,55.9
6307,26435791004,2014-04-13,75.91499999999999,4,13,2014,17,6,0,1,57.9
6672,26435791004,2014-04-13,77.82,4,13,2014,18,6,0,1,60.1
7037,26435791004,2014-04-13,82.545,4,13,2014,19,6,0,1,60.1
7402,26435791004,2014-04-13,82.215,4,13,2014,20,6,0,0,55.9
7767,26435791004,2014-04-13,82.77,4,13,2014,21,6,0,0,55.9
8132,26435791004,2014-04-13,74.58,4,13,2014,22,6,0,0,54.0
8497,26435791004,2014-04-13,69.045,4,13,2014,23,6,0,0,57.9
103,26435791004,2014-04-14,68.79,4,14,2014,0,0,1,0,57.0
