,Account,newDate,kWh,Month,Day,Year,Hour,DayOfWeek,Weekday,PeakHour,temp
0,26435791004,2014-01-01,81.285,1,1,2014,0,2,1,0,23.0
365,26435791004,2014-01-01,81.705,1,1,2014,1,2,1,0,21.9
730,26435791004,2014-01-01,81.50999999999999,1,1,2014,2,2,1,0,21.9
1095,26435791004,2014-01-01,83.11500000000001,1,1,2014,3,2,1,0,21.9
1460,26435791004,2014-01-01,83.83500000000001,1,1,2014,4,2,1,0,21.0
1825,26435791004,2014-01-01,85.52999999999999,1,1,2014,5,2,1,0,21.0
2190,26435791004,2014-01-01,151.694997,1,1,2014,6,2,1,0,21.0
2555,26435791004,2014-01-01,153.764997,1,1,2014,7,2,1,1,19.9
2920,26435791004,2014-01-01,151.079997,1,1,2014,8,2,1,1,23.0
3285,26435791004,2014-01-01,151.049998,1,1,2014,9,2,1,1,24.1
3650,26435791004,2014-01-01,151.349996,1,1,2014,10,2,1,1,26.1
4015,26435791004,2014-01-01,151.07999800000002,1,1,2014,11,2,1,1,26.1
4380,26435791004,2014-01-01,152.324995,1,1,2014,12,2,1,1,27.0
4745,26435791004,2014-01-01,151.574998,1,1,2014,13,2,1,1,28.0
5110,26435791004,2014-01-01,131.80499400000002,1,1,2014,14,2,1,1,27.0
5475,26435791004,2014-01-01,149.81999599999997,1,1,2014,15,2,1,1,27.0
5840,26435791004,2014-01-01,160.394997,1,1,2014,16,2,1,1,26.1
6205,26435791004,2014-01-01,160.889997,1,1,2014,17,2,1,1,25.0
6570,26435791004,2014-01-01,159.46499699999998,1,1,2014,18,2,1,1,24.1
6935,26435791004,2014-01-01,153.434997,1,1,2014,19,2,1,1,24.1
7300,26435791004,2014-01-01,122.62499700000001,1,1,2014,20,2,1,0,23.0
7665,26435791004,2014-01-01,115.094995,1,1,2014,21,2,1,0,21.9
8030,26435791004,2014-01-01,111.089998,1,1,2014,22,2,1,0,23.0
8395,26435791004,2014-01-01,88.06500000000001,1,1,2014,23,2,1,0,23.0
1,26435791004,2014-01-02,87.46499999999999,1,2,2014,0,3,1,0,21.0
366,26435791004,2014-01-02,86.70000000000002,1,2,2014,1,3,1,0,19.9
731,26435791004,2014-01-02,88.14000000000001,1,2,2014,2,3,1,0,19.0
1096,26435791004,2014-01-02,93.52499899999998,1,2,2014,3,3,1,0,19.0
1461,26435791004,2014-01-02,213.86999500000002,1,2,2014,4,3,1,0,19.0
1826,26435791004,2014-01-02,212.459997,1,2,2014,5,3,1,0,19.0
2191,26435791004,2014-01-02,254.369992,1,2,2014,6,3,1,0,19.4
2556,26435791004,2014-01-02,251.639997,1,2,2014,7,3,1,1,19.0
2921,26435791004,2014-01-02,257.969993,1,2,2014,8,3,1,1,19.9
3286,26435791004,2014-01-02,257.624997,1,2,2014,9,3,1,1,24.1
3651,26435791004,2014-01-02,258.224991,1,2,2014,10,3,1,1,25.0
4016,26435791004,2014-01-02,255.70499400000003,1,2,2014,11,3,1,1,24.1
4381,26435791004,2014-01-02,253.634995,1,2,2014,12,3,1,1,24.1
4746,26435791004,2014-01-02,250.90499599999998,1,2,2014,13,3,1,1,26.1
5111,26435791004,2014-01-02,236.75999400000003,1,2,2014,14,3,1,1,19.9
5476,26435791004,2014-01-02,229.8,1,2,2014,15,3,1,1,12.0
5841,26435791004,2014-01-02,225.46499400000002,1,2,2014,16,3,1,1,12.0
6206,26435791004,2014-01-02,228.85499699999997,1,2,2014,17,3,1,1,10.0
6571,26435791004,2014-01-02,157.51499700000002,1,2,2014,18,3,1,1,8.1
6936,26435791004,2014-01-02,156.80999500000001,1,2,2014,19,3,1,1,6.1
7301,26435791004,2014-01-02,116.714998,1,2,2014,20,3,1,0,6.1
7666,26435791004,2014-01-02,110.74499899999999,1,2,2014,21,3,1,0,3.9
8031,26435791004,2014-01-02,103.425,1,2,2014,22,3,1,0,3.0
8396,26435791004,2014-01-02,87.48,1,2,2014,23,3,1,0,1.9
2,26435791004,2014-01-03,86.97,1,3,2014,0,4,1,0,1.9
367,26435791004,2014-01-03,87.615,1,3,2014,1,4,1,0,1.9
732,26435791004,2014-01-03,87.195,1,3,2014,2,4,1,0,1.9
1097,26435791004,2014-01-03,88.32000000000001,1,3,2014,3,4,1,0,1.9
1462,26435791004,2014-01-03,87.195,1,3,2014,4,4,1,0,1.9
1827,26435791004,2014-01-03,93.79499899999999,1,3,2014,5,4,1,0,3.0
2192,26435791004,2014-01-03,258.479995,1,3,2014,6,4,1,0,3.0
2557,26435791004,2014-01-03,260.234997,1,3,2014,7,4,1,1,3.9
2922,26435791004,2014-01-03,254.594992,1,3,2014,8,4,1,1,5.0
3287,26435791004,2014-01-03,250.52999399999996,1,3,2014,9,4,1,1,6.1
3652,26435791004,2014-01-03,247.49999699999998,1,3,2014,10,4,1,1,9.0
4017,26435791004,2014-01-03,245.099994,1,3,2014,11,4,1,1,10.9
4382,26435791004,2014-01-03,243.719995,1,3,2014,12,4,1,1,12.0
4747,26435791004,2014-01-03,243.17999199999997,1,3,2014,13,4,1,1,14.0
5112,26435791004,2014-01-03,241.634996,1,3,2014,14,4,1,1,14.0
5477,26435791004,2014-01-03,240.85499300000004,1,3,2014,15,4,1,1,12.9
5842,26435791004,2014-01-03,239.60999,1,3,2014,16,4,1,1,10.9
6207,26435791004,2014-01-03,235.874997,1,3,2014,17,4,1,1,9.0
6572,26435791004,2014-01-03,158.27999599999998,1,3,2014,18,4,1,1,7.0
6937,26435791004,2014-01-03,153.86999200000002,1,3,2014,19,4,1,1,6.1
7302,26435791004,2014-01-03,116.804998,1,3,2014,20,4,1,0,5.0
7667,26435791004,2014-01-03,112.76999999999998,1,3,2014,21,4,1,0,3.9
8032,26435791004,2014-01-03,103.18499700000001,1,3,2014,22,4,1,0,3.9
8397,26435791004,2014-01-03,88.03500000000001,1,3,2014,23,4,1,0,3.9
3,26435791004,2014-01-04,82.92,1,4,2014,0,5,1,0,3.9
368,26435791004,2014-01-04,83.67000000000002,1,4,2014,1,5,1,0,3.9
733,26435791004,2014-01-04,82.965,1,4,2014,2,5,1,0,3.0
1098,26435791004,2014-01-04,83.775,1,4,2014,3,5,1,0,3.9
1463,26435791004,2014-01-04,114.81,1,4,2014,4,5,1,0,3.0
1828,26435791004,2014-01-04,211.349996,1,4,2014,5,5,1,0,1.9
2193,26435791004,2014-01-04,215.204995,1,4,2014,6,5,1,0,1.9
2558,26435791004,2014-01-04,204.52499199999997,1,4,2014,7,5,1,1,3.0
2923,26435791004,2014-01-04,200.129992,1,4,2014,8,5,1,1,7.0
3288,26435791004,2014-01-04,197.444996,1,4,2014,9,5,1,1,10.0
3653,26435791004,2014-01-04,192.62999899999997,1,4,2014,10,5,1,1,14.0
4018,26435791004,2014-01-04,200.26499399999997,1,4,2014,11,5,1,1,19.0
4383,26435791004,2014-01-04,202.229995,1,4,2014,12,5,1,1,21.0
4748,26435791004,2014-01-04,198.32999699999996,1,4,2014,13,5,1,1,23.0
5113,26435791004,2014-01-04,201.104993,1,4,2014,14,5,1,1,24.1
5478,26435791004,2014-01-04,196.289995,1,4,2014,15,5,1,1,25.0
5843,26435791004,2014-01-04,203.21999599999998,1,4,2014,16,5,1,1,26.1
6208,26435791004,2014-01-04,204.509995,1,4,2014,17,5,1,1,26.1
6573,26435791004,2014-01-04,203.819993,1,4,2014,18,5,1,1,27.0
6938,26435791004,2014-01-04,200.71499599999999,1,4,2014,19,5,1,1,27.0
7303,26435791004,2014-01-04,202.07999399999994,1,4,2014,20,5,1,0,26.1
7668,26435791004,2014-01-04,202.61999499999996,1,4,2014,21,5,1,0,27.0
8033,26435791004,2014-01-04,200.219991,1,4,2014,22,5,1,0,27.0
8398,26435791004,2014-01-04,192.58499400000002,1,4,2014,23,5,1,0,27.0
4,26435791004,2014-01-05,190.46999300000002,1,5,2014,0,6,0,0,27.0
369,26435791004,2014-01-05,188.06999499999998,1,5,2014,1,6,0,0,26.1
734,26435791004,2014-01-05,190.35,1,5,2014,2,6,0,0,25.0
1099,26435791004,2014-01-05,188.459997,1,5,2014,3,6,0,0,25.0
1464,26435791004,2014-01-05,189.37499799999995,1,5,2014,4,6,0,0,26.1
1829,26435791004,2014-01-05,189.239997,1,5,2014,5,6,0,0,25.0
2194,26435791004,2014-01-05,196.154997,1,5,2014,6,6,0,0,25.0
2559,26435791004,2014-01-05,191.21999599999998,1,5,2014,7,6,0,1,24.1
2924,26435791004,2014-01-05,187.739994,1,5,2014,8,6,0,1,27.0
3289,26435791004,2014-01-05,185.72999800000002,1,5,2014,9,6,0,1,27.0
3654,26435791004,2014-01-05,184.03499699999998,1,5,2014,10,6,0,1,30.0
4019,26435791004,2014-01-05,182.65499599999998,1,5,2014,11,6,0,1,34.0
4384,26435791004,2014-01-05,178.63499799999997,1,5,2014,12,6,0,1,36.0
4749,26435791004,2014-01-05,141.974998,1,5,2014,13,6,0,1,36.0
5114,26435791004,2014-01-05,117.73499800000002,1,5,2014,14,6,0,1,36.0
5479,26435791004,2014-01-05,124.00499599999998,1,5,2014,15,6,0,1,35.1
5844,26435791004,2014-01-05,178.409994,1,5,2014,16,6,0,1,35.1
6209,26435791004,2014-01-05,187.04999099999998,1,5,2014,17,6,0,1,36.0
6574,26435791004,2014-01-05,184.09499399999999,1,5,2014,18,6,0,1,34.0
6939,26435791004,2014-01-05,182.23499799999996,1,5,2014,19,6,0,1,36.0
7304,26435791004,2014-01-05,184.349996,1,5,2014,20,6,0,0,36.0
7669,26435791004,2014-01-05,185.264996,1,5,2014,21,6,0,0,37.0
8034,26435791004,2014-01-05,182.27999800000003,1,5,2014,22,6,0,0,37.9
8399,26435791004,2014-01-05,90.53999999999999,1,5,2014,23,6,0,0,37.0
5,26435791004,2014-01-06,81.48,1,6,2014,0,0,1,0,39.0
370,26435791004,2014-01-06,81.27,1,6,2014,1,0,1,0,39.0
735,26435791004,2014-01-06,80.82,1,6,2014,2,0,1,0,43.0
1100,26435791004,2014-01-06,80.85,1,6,2014,3,0,1,0,43.0
1465,26435791004,2014-01-06,140.44499699999997,1,6,2014,4,0,1,0,44.1
1830,26435791004,2014-01-06,177.70499699999996,1,6,2014,5,0,1,0,44.6
2195,26435791004,2014-01-06,225.17999700000001,1,6,2014,6,0,1,0,46.9
2560,26435791004,2014-01-06,242.684996,1,6,2014,7,0,1,1,48.0
2925,26435791004,2014-01-06,255.49499500000002,1,6,2014,8,0,1,1,48.0
3290,26435791004,2014-01-06,267.19499099999996,1,6,2014,9,0,1,1,51.1
3655,26435791004,2014-01-06,270.944994,1,6,2014,10,0,1,1,53.6
4020,26435791004,2014-01-06,266.23499400000003,1,6,2014,11,0,1,1,55.9
4385,26435791004,2014-01-06,264.059992,1,6,2014,12,0,1,1,55.9
4750,26435791004,2014-01-06,242.909992,1,6,2014,13,0,1,1,54.0
5115,26435791004,2014-01-06,231.97499,1,6,2014,14,0,1,1,53.1
5480,26435791004,2014-01-06,225.25499599999998,1,6,2014,15,0,1,1,48.0
5845,26435791004,2014-01-06,218.53499599999998,1,6,2014,16,0,1,1,45.0
6210,26435791004,2014-01-06,216.82499300000003,1,6,2014,17,0,1,1,37.9
6575,26435791004,2014-01-06,160.889997,1,6,2014,18,0,1,1,37.0
6940,26435791004,2014-01-06,155.249999,1,6,2014,19,0,1,1,35.1
7305,26435791004,2014-01-06,117.53999799999998,1,6,2014,20,0,1,0,33.1
7670,26435791004,2014-01-06,107.14499599999999,1,6,2014,21,0,1,0,32.0
8035,26435791004,2014-01-06,101.519999,1,6,2014,22,0,1,0,30.9
8400,26435791004,2014-01-06,86.22000000000001,1,6,2014,23,0,1,0,28.9
6,26435791004,2014-01-07,88.005,1,7,2014,0,1,1,0,28.0
371,26435791004,2014-01-07,87.06,1,7,2014,1,1,1,0,27.0
736,26435791004,2014-01-07,87.78,1,7,2014,2,1,1,0,26.1
1101,26435791004,2014-01-07,88.80000000000001,1,7,2014,3,1,1,0,19.9
1466,26435791004,2014-01-07,88.60499999999999,1,7,2014,4,1,1,0,17.1
1831,26435791004,2014-01-07,92.58,1,7,2014,5,1,1,0,15.1
2196,26435791004,2014-01-07,251.44499299999998,1,7,2014,6,1,1,0,12.9
2561,26435791004,2014-01-07,284.654996,1,7,2014,7,1,1,1,12.0
2926,26435791004,2014-01-07,291.869996,1,7,2014,8,1,1,1,12.9
3291,26435791004,2014-01-07,300.524995,1,7,2014,9,1,1,1,14.0
3656,26435791004,2014-01-07,304.799993,1,7,2014,10,1,1,1,15.1
4021,26435791004,2014-01-07,308.4299909999999,1,7,2014,11,1,1,1,15.1
4386,26435791004,2014-01-07,301.964992,1,7,2014,12,1,1,1,16.0
4751,26435791004,2014-01-07,299.30999399999996,1,7,2014,13,1,1,1,15.1
5116,26435791004,2014-01-07,280.52999500000004,1,7,2014,14,1,1,1,15.1
5481,26435791004,2014-01-07,266.18999299999996,1,7,2014,15,1,1,1,12.9
5846,26435791004,2014-01-07,260.129992,1,7,2014,16,1,1,1,12.0
6211,26435791004,2014-01-07,258.029996,1,7,2014,17,1,1,1,10.9
6576,26435791004,2014-01-07,188.26499399999997,1,7,2014,18,1,1,1,10.0
6941,26435791004,2014-01-07,168.404994,1,7,2014,19,1,1,1,10.0
7306,26435791004,2014-01-07,125.099996,1,7,2014,20,1,1,0,10.0
7671,26435791004,2014-01-07,114.86999800000001,1,7,2014,21,1,1,0,10.0
8036,26435791004,2014-01-07,105.20999900000001,1,7,2014,22,1,1,0,10.0
8401,26435791004,2014-01-07,88.39500000000001,1,7,2014,23,1,1,0,10.0
7,26435791004,2014-01-08,88.49999899999999,1,8,2014,0,2,1,0,9.0
372,26435791004,2014-01-08,88.23,1,8,2014,1,2,1,0,8.1
737,26435791004,2014-01-08,88.39499999999998,1,8,2014,2,2,1,0,8.1
1102,26435791004,2014-01-08,89.46000000000001,1,8,2014,3,2,1,0,8.1
1467,26435791004,2014-01-08,88.39500000000001,1,8,2014,4,2,1,0,8.1
1832,26435791004,2014-01-08,93.255,1,8,2014,5,2,1,0,8.1
2197,26435791004,2014-01-08,260.684996,1,8,2014,6,2,1,0,7.0
2562,26435791004,2014-01-08,283.01999399999994,1,8,2014,7,2,1,1,8.1
2927,26435791004,2014-01-08,289.109995,1,8,2014,8,2,1,1,10.9
3292,26435791004,2014-01-08,294.554995,1,8,2014,9,2,1,1,14.0
3657,26435791004,2014-01-08,301.619992,1,8,2014,10,2,1,1,17.1
4022,26435791004,2014-01-08,300.959995,1,8,2014,11,2,1,1,19.9
4387,26435791004,2014-01-08,302.219994,1,8,2014,12,2,1,1,21.9
4752,26435791004,2014-01-08,307.964991,1,8,2014,13,2,1,1,21.0
5117,26435791004,2014-01-08,288.524995,1,8,2014,14,2,1,1,21.9
5482,26435791004,2014-01-08,274.724995,1,8,2014,15,2,1,1,21.0
5847,26435791004,2014-01-08,262.454997,1,8,2014,16,2,1,1,19.9
6212,26435791004,2014-01-08,250.034992,1,8,2014,17,2,1,1,19.9
6577,26435791004,2014-01-08,167.98499999999999,1,8,2014,18,2,1,1,19.9
6942,26435791004,2014-01-08,157.724998,1,8,2014,19,2,1,1,19.0
7307,26435791004,2014-01-08,120.839997,1,8,2014,20,2,1,0,19.0
7672,26435791004,2014-01-08,115.55999800000001,1,8,2014,21,2,1,0,19.0
8037,26435791004,2014-01-08,107.669999,1,8,2014,22,2,1,0,19.0
8402,26435791004,2014-01-08,91.33500000000001,1,8,2014,23,2,1,0,19.9
8,26435791004,2014-01-09,91.26000000000002,1,9,2014,0,3,1,0,19.9
373,26435791004,2014-01-09,90.705,1,9,2014,1,3,1,0,19.9
738,26435791004,2014-01-09,91.08,1,9,2014,2,3,1,0,19.0
1103,26435791004,2014-01-09,91.41,1,9,2014,3,3,1,0,19.9
1468,26435791004,2014-01-09,91.24499999999999,1,9,2014,4,3,1,0,19.9
1833,26435791004,2014-01-09,97.37999699999999,1,9,2014,5,3,1,0,19.0
2198,26435791004,2014-01-09,261.794994,1,9,2014,6,3,1,0,19.0
2563,26435791004,2014-01-09,285.119994,1,9,2014,7,3,1,1,19.9
2928,26435791004,2014-01-09,295.664994,1,9,2014,8,3,1,1,21.9
3293,26435791004,2014-01-09,298.499997,1,9,2014,9,3,1,1,24.1
3658,26435791004,2014-01-09,293.969993,1,9,2014,10,3,1,1,26.1
4023,26435791004,2014-01-09,295.904993,1,9,2014,11,3,1,1,26.1
4388,26435791004,2014-01-09,289.814994,1,9,2014,12,3,1,1,28.0
4753,26435791004,2014-01-09,284.579994,1,9,2014,13,3,1,1,30.0
5118,26435791004,2014-01-09,263.549995,1,9,2014,14,3,1,1,30.0
5483,26435791004,2014-01-09,249.584995,1,9,2014,15,3,1,1,28.9
5848,26435791004,2014-01-09,241.51499200000003,1,9,2014,16,3,1,1,27.0
6213,26435791004,2014-01-09,237.224993,1,9,2014,17,3,1,1,25
6578,26435791004,2014-01-09,171.04499600000003,1,9,2014,18,3,1,1,25.0
6943,26435791004,2014-01-09,165.53999800000003,1,9,2014,19,3,1,1,23.0
7308,26435791004,2014-01-09,124.99499899999999,1,9,2014,20,3,1,0,21.9
7673,26435791004,2014-01-09,106.19999700000002,1,9,2014,21,3,1,0,21.9
8038,26435791004,2014-01-09,97.469999,1,9,2014,22,3,1,0,19.0
8403,26435791004,2014-01-09,87.96000000000001,1,9,2014,23,3,1,0,19.0
9,26435791004,2014-01-10,84.78,1,10,2014,0,4,1,0,19.0
374,26435791004,2014-01-10,83.82000000000001,1,10,2014,1,4,1,0,19.0
739,26435791004,2014-01-10,83.52,1,10,2014,2,4,1,0,19.0
1104,26435791004,2014-01-10,85.08,1,10,2014,3,4,1,0,19.9
1469,26435791004,2014-01-10,85.61999999999999,1,10,2014,4,4,1,0,21.9
1834,26435791004,2014-01-10,88.425,1,10,2014,5,4,1,0,24.1
2199,26435791004,2014-01-10,265.964994,1,10,2014,6,4,1,0,24.1
2564,26435791004,2014-01-10,276.014993,1,10,2014,7,4,1,1,23.0
2929,26435791004,2014-01-10,298.799997,1,10,2014,8,4,1,1,24.1
3294,26435791004,2014-01-10,305.774993,1,10,2014,9,4,1,1,27.0
3659,26435791004,2014-01-10,311.89499000000006,1,10,2014,10,4,1,1,28.0
4024,26435791004,2014-01-10,306.92999299999997,1,10,2014,11,4,1,1,30.0
4389,26435791004,2014-01-10,295.94999399999995,1,10,2014,12,4,1,1,30.9
4754,26435791004,2014-01-10,289.199995,1,10,2014,13,4,1,1,32.0
5119,26435791004,2014-01-10,270.64499500000005,1,10,2014,14,4,1,1,32.0
5484,26435791004,2014-01-10,252.62999000000002,1,10,2014,15,4,1,1,32.0
5849,26435791004,2014-01-10,226.06499399999998,1,10,2014,16,4,1,1,33.1
6214,26435791004,2014-01-10,217.01999399999997,1,10,2014,17,4,1,1,35.1
6579,26435791004,2014-01-10,167.06999499999998,1,10,2014,18,4,1,1,36.0
6944,26435791004,2014-01-10,165.524997,1,10,2014,19,4,1,1,35.1
7309,26435791004,2014-01-10,125.86499800000001,1,10,2014,20,4,1,0,35.1
7674,26435791004,2014-01-10,112.604999,1,10,2014,21,4,1,0,34.0
8039,26435791004,2014-01-10,103.48499799999998,1,10,2014,22,4,1,0,34.0
8404,26435791004,2014-01-10,85.74,1,10,2014,23,4,1,0,35.1
10,26435791004,2014-01-11,82.49999999999999,1,11,2014,0,5,1,0,34.0
375,26435791004,2014-01-11,82.275,1,11,2014,1,5,1,0,34.0
740,26435791004,2014-01-11,81.345,1,11,2014,2,5,1,0,35.1
1105,26435791004,2014-01-11,82.155,1,11,2014,3,5,1,0,35.1
1470,26435791004,2014-01-11,81.61500000000001,1,11,2014,4,5,1,0,35.1
1835,26435791004,2014-01-11,81.87,1,11,2014,5,5,1,0,36.0
2200,26435791004,2014-01-11,162.464999,1,11,2014,6,5,1,0,39.0
2565,26435791004,2014-01-11,149.294997,1,11,2014,7,5,1,1,43.0
2930,26435791004,2014-01-11,184.88999299999998,1,11,2014,8,5,1,1,46.0
3295,26435791004,2014-01-11,185.789996,1,11,2014,9,5,1,1,48.0
3660,26435791004,2014-01-11,176.99999799999998,1,11,2014,10,5,1,1,54.0
4025,26435791004,2014-01-11,173.684996,1,11,2014,11,5,1,1,55.0
4390,26435791004,2014-01-11,174.149997,1,11,2014,12,5,1,1,55.9
4755,26435791004,2014-01-11,171.614995,1,11,2014,13,5,1,1,55.9
5120,26435791004,2014-01-11,155.849997,1,11,2014,14,5,1,1,54.0
5485,26435791004,2014-01-11,108.479999,1,11,2014,15,5,1,1,55.9
5850,26435791004,2014-01-11,103.73999899999998,1,11,2014,16,5,1,1,57.9
6215,26435791004,2014-01-11,93.15,1,11,2014,17,5,1,1,57.0
6580,26435791004,2014-01-11,94.33499999999998,1,11,2014,18,5,1,1,55.9
6945,26435791004,2014-01-11,94.124999,1,11,2014,19,5,1,1,57.0
7310,26435791004,2014-01-11,93.60000000000002,1,11,2014,20,5,1,0,57.9
7675,26435791004,2014-01-11,91.935,1,11,2014,21,5,1,0,55.9
8040,26435791004,2014-01-11,88.60499999999999,1,11,2014,22,5,1,0,51.1
8405,26435791004,2014-01-11,86.58,1,11,2014,23,5,1,0,53.1
11,26435791004,2014-01-12,83.26500000000001,1,12,2014,0,6,0,0,54.0
376,26435791004,2014-01-12,82.47,1,12,2014,1,6,0,0,52.0
741,26435791004,2014-01-12,83.14500000000001,1,12,2014,2,6,0,0,48.9
1106,26435791004,2014-01-12,84.18,1,12,2014,3,6,0,0,46.9
1471,26435791004,2014-01-12,83.23500000000001,1,12,2014,4,6,0,0,46.0
1836,26435791004,2014-01-12,83.66999999999999,1,12,2014,5,6,0,0,44.1
2201,26435791004,2014-01-12,90.63,1,12,2014,6,6,0,0,43.0
2566,26435791004,2014-01-12,83.58,1,12,2014,7,6,0,1,42.1
2931,26435791004,2014-01-12,83.46,1,12,2014,8,6,0,1,43.0
3296,26435791004,2014-01-12,84.195,1,12,2014,9,6,0,1,44.1
3661,26435791004,2014-01-12,82.94999999999999,1,12,2014,10,6,0,1,45.0
4026,26435791004,2014-01-12,83.34000000000002,1,12,2014,11,6,0,1,46.9
4391,26435791004,2014-01-12,83.68499999999999,1,12,2014,12,6,0,1,45.0
4756,26435791004,2014-01-12,83.265,1,12,2014,13,6,0,1,45.0
5121,26435791004,2014-01-12,83.41500000000002,1,12,2014,14,6,0,1,45.0
5486,26435791004,2014-01-12,88.51499999999999,1,12,2014,15,6,0,1,44.1
5851,26435791004,2014-01-12,93.66,1,12,2014,16,6,0,1,43.0
6216,26435791004,2014-01-12,95.52,1,12,2014,17,6,0,1,42.1
6581,26435791004,2014-01-12,96.195,1,12,2014,18,6,0,1,41.0
6946,26435791004,2014-01-12,95.75999999999999,1,12,2014,19,6,0,1,39.9
7311,26435791004,2014-01-12,95.85,1,12,2014,20,6,0,0,39.9
7676,26435791004,2014-01-12,97.12499799999999,1,12,2014,21,6,0,0,39.9
8041,26435791004,2014-01-12,88.98,1,12,2014,22,6,0,0,37.9
8406,26435791004,2014-01-12,81.72,1,12,2014,23,6,0,0,37.9
12,26435791004,2014-01-13,81.66,1,13,2014,0,0,1,0,37.0
377,26435791004,2014-01-13,82.37999999999998,1,13,2014,1,0,1,0,37.0
742,26435791004,2014-01-13,82.13999999999999,1,13,2014,2,0,1,0,37.0
1107,26435791004,2014-01-13,82.485,1,13,2014,3,0,1,0,34.0
1472,26435791004,2014-01-13,83.20500000000001,1,13,2014,4,0,1,0,33.1
1837,26435791004,2014-01-13,86.02499999999999,1,13,2014,5,0,1,0,30.9
2202,26435791004,2014-01-13,243.22499499999998,1,13,2014,6,0,1,0,30.9
2567,26435791004,2014-01-13,261.734995,1,13,2014,7,0,1,1,33.1
2932,26435791004,2014-01-13,266.20499,1,13,2014,8,0,1,1,37.0
3297,26435791004,2014-01-13,289.24499099999997,1,13,2014,9,0,1,1,41.0
3662,26435791004,2014-01-13,285.554997,1,13,2014,10,0,1,1,44.1
4027,26435791004,2014-01-13,273.119996,1,13,2014,11,0,1,1,46.9
4392,26435791004,2014-01-13,271.61999399999996,1,13,2014,12,0,1,1,50.0
4757,26435791004,2014-01-13,263.30999499999996,1,13,2014,13,0,1,1,48.9
5122,26435791004,2014-01-13,244.514994,1,13,2014,14,0,1,1,48.9
5487,26435791004,2014-01-13,236.74499299999997,1,13,2014,15,0,1,1,46.9
5852,26435791004,2014-01-13,224.18999300000002,1,13,2014,16,0,1,1,45.0
6217,26435791004,2014-01-13,212.15999499999998,1,13,2014,17,0,1,1,46.0
6582,26435791004,2014-01-13,167.99999800000003,1,13,2014,18,0,1,1,45.0
6947,26435791004,2014-01-13,156.824998,1,13,2014,19,0,1,1,45.0
7312,26435791004,2014-01-13,113.489995,1,13,2014,20,0,1,0,44.1
7677,26435791004,2014-01-13,106.61999700000001,1,13,2014,21,0,1,0,46.9
8042,26435791004,2014-01-13,97.97999899999999,1,13,2014,22,0,1,0,46.9
8407,26435791004,2014-01-13,81.46499999999999,1,13,2014,23,0,1,0,48.0
13,26435791004,2014-01-14,81.79499999999999,1,14,2014,0,1,1,0,48.9
378,26435791004,2014-01-14,80.78999999999999,1,14,2014,1,1,1,0,48.0
743,26435791004,2014-01-14,81.42,1,14,2014,2,1,1,0,48.0
1108,26435791004,2014-01-14,82.305,1,14,2014,3,1,1,0,46.9
1473,26435791004,2014-01-14,81.9,1,14,2014,4,1,1,0,45.0
1838,26435791004,2014-01-14,82.40999999999998,1,14,2014,5,1,1,0,44.1
2203,26435791004,2014-01-14,228.79499600000003,1,14,2014,6,1,1,0,46.9
2568,26435791004,2014-01-14,259.514994,1,14,2014,7,1,1,1,48.0
2933,26435791004,2014-01-14,253.42499499999997,1,14,2014,8,1,1,1,46.9
3298,26435791004,2014-01-14,240.629994,1,14,2014,9,1,1,1,46.9
3663,26435791004,2014-01-14,277.814992,1,14,2014,10,1,1,1,48.0
4028,26435791004,2014-01-14,281.24999399999996,1,14,2014,11,1,1,1,48.0
4393,26435791004,2014-01-14,278.339991,1,14,2014,12,1,1,1,48.9
4758,26435791004,2014-01-14,267.794993,1,14,2014,13,1,1,1,46.9
5123,26435791004,2014-01-14,245.384996,1,14,2014,14,1,1,1,46.4
5488,26435791004,2014-01-14,231.31499499999998,1,14,2014,15,1,1,1,46.9
5853,26435791004,2014-01-14,215.86499599999996,1,14,2014,16,1,1,1,46.9
6218,26435791004,2014-01-14,200.84999500000004,1,14,2014,17,1,1,1,45.0
6583,26435791004,2014-01-14,161.279998,1,14,2014,18,1,1,1,48.0
6948,26435791004,2014-01-14,153.40499699999998,1,14,2014,19,1,1,1,46.9
7313,26435791004,2014-01-14,116.654997,1,14,2014,20,1,1,0,46.0
7678,26435791004,2014-01-14,107.159998,1,14,2014,21,1,1,0,45.0
8043,26435791004,2014-01-14,97.57500000000002,1,14,2014,22,1,1,0,45.0
8408,26435791004,2014-01-14,81.35999999999999,1,14,2014,23,1,1,0,44.1
14,26435791004,2014-01-15,80.895,1,15,2014,0,2,1,0,43.0
379,26435791004,2014-01-15,80.22000000000001,1,15,2014,1,2,1,0,43.0
744,26435791004,2014-01-15,80.4,1,15,2014,2,2,1,0,42.1
1109,26435791004,2014-01-15,81.01499999999999,1,15,2014,3,2,1,0,41.0
1474,26435791004,2014-01-15,81.07499999999999,1,15,2014,4,2,1,0,39.0
1839,26435791004,2014-01-15,81.66,1,15,2014,5,2,1,0,37.0
2204,26435791004,2014-01-15,231.914996,1,15,2014,6,2,1,0,36.0
2569,26435791004,2014-01-15,246.149994,1,15,2014,7,2,1,1,37.0
2934,26435791004,2014-01-15,258.764996,1,15,2014,8,2,1,1,39.0
3299,26435791004,2014-01-15,283.13999600000005,1,15,2014,9,2,1,1,42.1
3664,26435791004,2014-01-15,277.46999600000004,1,15,2014,10,2,1,1,44.1
4029,26435791004,2014-01-15,269.024995,1,15,2014,11,2,1,1,46.0
